monthyear,campfilename,nationality,proportion
62017,Lagkadikia_GRE_029 ,Egyptian,0
62017,Lagkadikia_GRE_029 ,Algerian,0
62017,Skaramangas_GRE_014,Syrian,0.55
62017,Skaramangas_GRE_014,Yemeni,0
62017,Skaramangas_GRE_014,Iraqi,0.32
62017,Skaramangas_GRE_014,Congolese,0
62017,Skaramangas_GRE_014,Eritrean,0
62017,Skaramangas_GRE_014,Iranian,0.01
62017,Skaramangas_GRE_014,Pakistani,0
62017,Skaramangas_GRE_014,Palestinian,0.03
62017,Skaramangas_GRE_014,Afghan,0.09
62017,Skaramangas_GRE_014,Stateless,0
62017,Skaramangas_GRE_014,Somali,0
62017,Skaramangas_GRE_014,Kuwaiti,0
62017,Skaramangas_GRE_014,Moroccan,0
62017,Skaramangas_GRE_014,Egyptian,0
62017,Skaramangas_GRE_014,Algerian,0
42016,Alexandria-Ref_GRE_003,Syrian,0.96
42016,Alexandria-Ref_GRE_003,Yemeni,0
42016,Alexandria-Ref_GRE_003,Iraqi,0.03
42016,Alexandria-Ref_GRE_003,Congolese,0
42016,Alexandria-Ref_GRE_003,Eritrean,0
42016,Alexandria-Ref_GRE_003,Iranian,0
42016,Alexandria-Ref_GRE_003,Pakistani,0
42016,Alexandria-Ref_GRE_003,Palestinian,0
42016,Alexandria-Ref_GRE_003,Afghan,0
42016,Alexandria-Ref_GRE_003,Stateless,0
42016,Alexandria-Ref_GRE_003,Somali,0
42016,Alexandria-Ref_GRE_003,Kuwaiti,0
42016,Alexandria-Ref_GRE_003,Moroccan,0
42016,Alexandria-Ref_GRE_003,Egyptian,0
42016,Alexandria-Ref_GRE_003,Algerian,0
42016,Andravida_GRE_004,Syrian,1
42016,Andravida_GRE_004,Yemeni,0
42016,Andravida_GRE_004,Iraqi,0
42016,Andravida_GRE_004,Congolese,0
42016,Andravida_GRE_004,Eritrean,0
42016,Andravida_GRE_004,Iranian,0
42016,Andravida_GRE_004,Pakistani,0
42016,Andravida_GRE_004,Palestinian,0
42016,Andravida_GRE_004,Afghan,0
42016,Andravida_GRE_004,Stateless,0
42016,Andravida_GRE_004,Somali,0
42016,Andravida_GRE_004,Kuwaiti,0
42016,Andravida_GRE_004,Moroccan,0
42016,Andravida_GRE_004,Egyptian,0
42016,Andravida_GRE_004,Algerian,0
42016,XXCherso_GRE_005,Syrian,0.65
42016,XXCherso_GRE_005,Yemeni,0
42016,XXCherso_GRE_005,Iraqi,0.35
42016,XXCherso_GRE_005,Congolese,0
42016,XXCherso_GRE_005,Eritrean,0
42016,XXCherso_GRE_005,Iranian,0
42016,XXCherso_GRE_005,Pakistani,0
42016,XXCherso_GRE_005,Palestinian,0
42016,XXCherso_GRE_005,Afghan,0
42016,XXCherso_GRE_005,Stateless,0
42016,XXCherso_GRE_005,Somali,0
42016,XXCherso_GRE_005,Kuwaiti,0
42016,XXCherso_GRE_005,Moroccan,0
42016,XXCherso_GRE_005,Egyptian,0
42016,XXCherso_GRE_005,Algerian,0
42016,XXDerveni-Alexil_GRE_007,Syrian,1
42016,XXDerveni-Alexil_GRE_007,Yemeni,0
42016,XXDerveni-Alexil_GRE_007,Iraqi,0
42016,XXDerveni-Alexil_GRE_007,Congolese,0
42016,XXDerveni-Alexil_GRE_007,Eritrean,0
42016,XXDerveni-Alexil_GRE_007,Iranian,0
42016,XXDerveni-Alexil_GRE_007,Pakistani,0
42016,XXDerveni-Alexil_GRE_007,Palestinian,0
42016,XXDerveni-Alexil_GRE_007,Afghan,0
42016,XXDerveni-Alexil_GRE_007,Stateless,0
42016,XXDerveni-Alexil_GRE_007,Somali,0
42016,XXDerveni-Alexil_GRE_007,Kuwaiti,0
42016,XXDerveni-Alexil_GRE_007,Moroccan,0
42016,XXDerveni-Alexil_GRE_007,Egyptian,0
42016,XXDerveni-Alexil_GRE_007,Algerian,0
42016,Diavata_GRE_008,Syrian,0.75
42016,Diavata_GRE_008,Iraqi,0.12
42016,Diavata_GRE_008,Afghan,0.11
42016,XXDoliana_GRE_007,Syrian,0.72
42016,XXDoliana_GRE_007,Afghan,0.18
42016,Drama_GRE_011,Syrian,0.75
42016,Drama_GRE_011,Yemeni,0
42016,Drama_GRE_011,Iraqi,0.25
42016,Drama_GRE_011,Congolese,0
42016,Drama_GRE_011,Eritrean,0
42016,Drama_GRE_011,Iranian,0
42016,Drama_GRE_011,Pakistani,0
42016,Drama_GRE_011,Palestinian,0
42016,Drama_GRE_011,Afghan,0
42016,Drama_GRE_011,Stateless,0
42016,Drama_GRE_011,Somali,0
42016,Drama_GRE_011,Kuwaiti,0
42016,Drama_GRE_011,Moroccan,0
42016,Drama_GRE_011,Egyptian,0
42016,Drama_GRE_011,Algerian,0
42016,Eleonas_GRE_013 ,Syrian,0.4
42016,Eleonas_GRE_013 ,Afghan,0.5
42016,XXElliniko-Hocky_GRE_016,Pakistani,0.01
42016,XXElliniko-Hocky_GRE_016,Afghan,0.9
42016,XXFilipiada_GRE_019,Syrian,0.5
42016,XXFilipiada_GRE_019,Iraqi,0.25
42016,XXKonitsa_GRE_026,Syrian,1
42016,XXKonitsa_GRE_026,Yemeni,0
42016,XXKonitsa_GRE_026,Iraqi,0
42016,XXKonitsa_GRE_026,Congolese,0
42016,XXKonitsa_GRE_026,Eritrean,0
42016,XXKonitsa_GRE_026,Iranian,0
42016,XXKonitsa_GRE_026,Pakistani,0
42016,XXKonitsa_GRE_026,Palestinian,0
42016,XXKonitsa_GRE_026,Afghan,0
42016,XXKonitsa_GRE_026,Stateless,0
42016,XXKonitsa_GRE_026,Somali,0
42016,XXKonitsa_GRE_026,Kuwaiti,0
42016,XXKonitsa_GRE_026,Moroccan,0
42016,XXKonitsa_GRE_026,Egyptian,0
42016,XXKonitsa_GRE_026,Algerian,0
42016,Koutsochero_GRE_028 ,Syrian,0.15
42016,Koutsochero_GRE_028 ,Afghan,0.8
42016,Lagkadikia_GRE_029 ,Syrian,0.94
42016,Lagkadikia_GRE_029 ,Yemeni,0
42016,Lagkadikia_GRE_029 ,Iraqi,0.05
42016,Lagkadikia_GRE_029 ,Congolese,0
42016,Lagkadikia_GRE_029 ,Eritrean,0
42016,Lagkadikia_GRE_029 ,Iranian,0
42016,Lagkadikia_GRE_029 ,Pakistani,0
42016,Lagkadikia_GRE_029 ,Palestinian,0
42016,Lagkadikia_GRE_029 ,Afghan,0.01
42016,Lagkadikia_GRE_029 ,Stateless,0
42016,Lagkadikia_GRE_029 ,Somali,0
42016,Lagkadikia_GRE_029 ,Kuwaiti,0
42016,Lagkadikia_GRE_029 ,Moroccan,0
42016,Lagkadikia_GRE_029 ,Egyptian,0
42016,Lagkadikia_GRE_029 ,Algerian,0
42016,Lavrio-New_GRE_030 ,Syrian,0.53
42016,Lavrio-New_GRE_030 ,Afghan,0.23
42016,XXMalakasa-MC_GRE_012,Syrian,0
42016,XXMalakasa-MC_GRE_012,Yemeni,0
42016,XXMalakasa-MC_GRE_012,Iraqi,0
42016,XXMalakasa-MC_GRE_012,Congolese,0
42016,XXMalakasa-MC_GRE_012,Eritrean,0
42016,XXMalakasa-MC_GRE_012,Iranian,0
42016,XXMalakasa-MC_GRE_012,Pakistani,0
42016,XXMalakasa-MC_GRE_012,Palestinian,0
42016,XXMalakasa-MC_GRE_012,Afghan,1
42016,XXMalakasa-MC_GRE_012,Stateless,0
42016,XXMalakasa-MC_GRE_012,Somali,0
42016,XXMalakasa-MC_GRE_012,Kuwaiti,0
42016,XXMalakasa-MC_GRE_012,Moroccan,0
42016,XXMalakasa-MC_GRE_012,Egyptian,0
42016,XXMalakasa-MC_GRE_012,Algerian,0
42016,XXOlympic-Stadium_GRE_035,Iraqi,0.02
42016,XXOlympic-Stadium_GRE_035,Afghan,0.92
42016,Ritsona_GRE_040,Syrian,0.8
42016,Ritsona_GRE_040,Iraqi,0.15
42016,XXSindos-Frakapore_GRE_043,Syrian,0.9
42016,XXSindos-Frakapore_GRE_043,Iraqi,0.07
42016,Skaramangas_GRE_014,Syrian,0.74
42016,Skaramangas_GRE_014,Yemeni,0
42016,Skaramangas_GRE_014,Iraqi,0.25
42016,Skaramangas_GRE_014,Congolese,0
42016,Skaramangas_GRE_014,Eritrean,0
42016,Skaramangas_GRE_014,Iranian,0
42016,Skaramangas_GRE_014,Pakistani,0
42016,Skaramangas_GRE_014,Palestinian,0
42016,Skaramangas_GRE_014,Afghan,0.01
42016,Skaramangas_GRE_014,Stateless,0
42016,Skaramangas_GRE_014,Somali,0
42016,Skaramangas_GRE_014,Kuwaiti,0
42016,Skaramangas_GRE_014,Moroccan,0
42016,Skaramangas_GRE_014,Egyptian,0
42016,Skaramangas_GRE_014,Algerian,0
42016,XXSoftex_GRE_045,Syrian,0.99
42016,XXSoftex_GRE_045,Yemeni,0
42016,XXSoftex_GRE_045,Iraqi,0
42016,XXSoftex_GRE_045,Congolese,0
42016,XXSoftex_GRE_045,Eritrean,0
42016,XXSoftex_GRE_045,Iranian,0
42016,XXSoftex_GRE_045,Pakistani,0
42016,XXSoftex_GRE_045,Palestinian,0
42016,XXSoftex_GRE_045,Afghan,0
42016,XXSoftex_GRE_045,Stateless,0
42016,XXSoftex_GRE_045,Somali,0
42016,XXSoftex_GRE_045,Kuwaiti,0
42016,XXSoftex_GRE_045,Moroccan,0
42016,XXSoftex_GRE_045,Egyptian,0
42016,XXSoftex_GRE_045,Algerian,0
42016,Veria_GRE_054,Syrian,0.97
42016,Veria_GRE_054,Yemeni,0
42016,Veria_GRE_054,Iraqi,0.03
42016,Veria_GRE_054,Congolese,0
42016,Veria_GRE_054,Eritrean,0
42016,Veria_GRE_054,Iranian,0
42016,Veria_GRE_054,Pakistani,0
42016,Veria_GRE_054,Palestinian,0
42016,Veria_GRE_054,Afghan,0
42016,Veria_GRE_054,Stateless,0
42016,Veria_GRE_054,Somali,0
42016,Veria_GRE_054,Kuwaiti,0
42016,Veria_GRE_054,Moroccan,0
42016,Veria_GRE_054,Egyptian,0
42016,Veria_GRE_054,Algerian,0
42016,Volos_GRE_055,Syrian,1
42016,Volos_GRE_055,Yemeni,0
42016,Volos_GRE_055,Iraqi,0
42016,Volos_GRE_055,Congolese,0
42016,Volos_GRE_055,Eritrean,0
42016,Volos_GRE_055,Iranian,0
42016,Volos_GRE_055,Pakistani,0
42016,Volos_GRE_055,Palestinian,0
42016,Volos_GRE_055,Afghan,0
42016,Volos_GRE_055,Stateless,0
42016,Volos_GRE_055,Somali,0
42016,Volos_GRE_055,Kuwaiti,0
42016,Volos_GRE_055,Moroccan,0
42016,Volos_GRE_055,Egyptian,0
42016,Volos_GRE_055,Algerian,0
42016,Nea-Kavala_GRE_034,Syrian,0.77
42016,Nea-Kavala_GRE_034,Yemeni,0
42016,Nea-Kavala_GRE_034,Iraqi,0.22
42016,Nea-Kavala_GRE_034,Congolese,0
42016,Nea-Kavala_GRE_034,Eritrean,0
42016,Nea-Kavala_GRE_034,Iranian,0
42016,Nea-Kavala_GRE_034,Pakistani,0
42016,Nea-Kavala_GRE_034,Palestinian,0
42016,Nea-Kavala_GRE_034,Afghan,0
42016,Nea-Kavala_GRE_034,Stateless,0
42016,Nea-Kavala_GRE_034,Somali,0
42016,Nea-Kavala_GRE_034,Kuwaiti,0
42016,Nea-Kavala_GRE_034,Moroccan,0
42016,Nea-Kavala_GRE_034,Egyptian,0
42016,Nea-Kavala_GRE_034,Algerian,0
102016,Alexandria-Ref_GRE_003,Syrian,1
102016,Alexandria-Ref_GRE_003,Yemeni,0
102016,Alexandria-Ref_GRE_003,Iraqi,0
102016,Alexandria-Ref_GRE_003,Congolese,0
102016,Alexandria-Ref_GRE_003,Eritrean,0
102016,Alexandria-Ref_GRE_003,Iranian,0
102016,Alexandria-Ref_GRE_003,Pakistani,0
102016,Alexandria-Ref_GRE_003,Palestinian,0
102016,Alexandria-Ref_GRE_003,Afghan,0
102016,Alexandria-Ref_GRE_003,Stateless,0
102016,Alexandria-Ref_GRE_003,Somali,0
102016,Alexandria-Ref_GRE_003,Kuwaiti,0
102016,Alexandria-Ref_GRE_003,Moroccan,0
102016,Alexandria-Ref_GRE_003,Egyptian,0
102016,Alexandria-Ref_GRE_003,Algerian,0
102016,Andravida_GRE_004,Syrian,1
102016,Andravida_GRE_004,Yemeni,0
102016,Andravida_GRE_004,Iraqi,0
102016,Andravida_GRE_004,Congolese,0
102016,Andravida_GRE_004,Eritrean,0
102016,Andravida_GRE_004,Iranian,0
102016,Andravida_GRE_004,Pakistani,0
102016,Andravida_GRE_004,Palestinian,0
102016,Andravida_GRE_004,Afghan,0
102016,Andravida_GRE_004,Stateless,0
102016,Andravida_GRE_004,Somali,0
102016,Andravida_GRE_004,Kuwaiti,0
102016,Andravida_GRE_004,Moroccan,0
102016,Andravida_GRE_004,Egyptian,0
102016,Andravida_GRE_004,Algerian,0
102016,XXCherso_GRE_005,Syrian,0.8
102016,XXCherso_GRE_005,Yemeni,0
102016,XXCherso_GRE_005,Iraqi,0.2
102016,XXCherso_GRE_005,Congolese,0
102016,XXCherso_GRE_005,Eritrean,0
102016,XXCherso_GRE_005,Iranian,0
102016,XXCherso_GRE_005,Pakistani,0
102016,XXCherso_GRE_005,Palestinian,0
102016,XXCherso_GRE_005,Afghan,0
102016,XXCherso_GRE_005,Stateless,0
102016,XXCherso_GRE_005,Somali,0
102016,XXCherso_GRE_005,Kuwaiti,0
102016,XXCherso_GRE_005,Moroccan,0
102016,XXCherso_GRE_005,Egyptian,0
102016,XXCherso_GRE_005,Algerian,0
102016,XXDerveni-Alexil_GRE_007,Syrian,1
102016,XXDerveni-Alexil_GRE_007,Yemeni,0
102016,XXDerveni-Alexil_GRE_007,Iraqi,0
102016,XXDerveni-Alexil_GRE_007,Congolese,0
102016,XXDerveni-Alexil_GRE_007,Eritrean,0
102016,XXDerveni-Alexil_GRE_007,Iranian,0
102016,XXDerveni-Alexil_GRE_007,Pakistani,0
102016,XXDerveni-Alexil_GRE_007,Palestinian,0
102016,XXDerveni-Alexil_GRE_007,Afghan,0
102016,XXDerveni-Alexil_GRE_007,Stateless,0
102016,XXDerveni-Alexil_GRE_007,Somali,0
102016,XXDerveni-Alexil_GRE_007,Kuwaiti,0
102016,XXDerveni-Alexil_GRE_007,Moroccan,0
102016,XXDerveni-Alexil_GRE_007,Egyptian,0
102016,XXDerveni-Alexil_GRE_007,Algerian,0
102016,Diavata_GRE_008,Syrian,0.81
102016,Diavata_GRE_008,Afghan,0.12
102016,XXDoliana_GRE_007,Syrian,0.76
102016,XXDoliana_GRE_007,Yemeni,0
102016,XXDoliana_GRE_007,Iraqi,0
102016,XXDoliana_GRE_007,Congolese,0
102016,XXDoliana_GRE_007,Eritrean,0
102016,XXDoliana_GRE_007,Iranian,0
102016,XXDoliana_GRE_007,Pakistani,0
102016,XXDoliana_GRE_007,Palestinian,0
102016,XXDoliana_GRE_007,Afghan,0.23
102016,XXDoliana_GRE_007,Stateless,0
102016,XXDoliana_GRE_007,Somali,0
102016,XXDoliana_GRE_007,Kuwaiti,0
102016,XXDoliana_GRE_007,Moroccan,0
102016,XXDoliana_GRE_007,Egyptian,0
102016,XXDoliana_GRE_007,Algerian,0
102016,Drama_GRE_011,Syrian,0.99
102016,Drama_GRE_011,Yemeni,0
102016,Drama_GRE_011,Iraqi,0.01
102016,Drama_GRE_011,Congolese,0
102016,Drama_GRE_011,Eritrean,0
102016,Drama_GRE_011,Iranian,0
102016,Drama_GRE_011,Pakistani,0
102016,Drama_GRE_011,Palestinian,0
102016,Drama_GRE_011,Afghan,0
102016,Drama_GRE_011,Stateless,0
102016,Drama_GRE_011,Somali,0
102016,Drama_GRE_011,Kuwaiti,0
102016,Drama_GRE_011,Moroccan,0
102016,Drama_GRE_011,Egyptian,0
102016,Drama_GRE_011,Algerian,0
102016,Eleonas_GRE_013 ,Syrian,0.35
102016,Eleonas_GRE_013 ,Afghan,0.55
102016,XXElliniko-Hocky_GRE_016,Syrian,0
102016,XXElliniko-Hocky_GRE_016,Yemeni,0
102016,XXElliniko-Hocky_GRE_016,Iraqi,0
102016,XXElliniko-Hocky_GRE_016,Congolese,0
102016,XXElliniko-Hocky_GRE_016,Eritrean,0
102016,XXElliniko-Hocky_GRE_016,Iranian,0
102016,XXElliniko-Hocky_GRE_016,Pakistani,0.01
102016,XXElliniko-Hocky_GRE_016,Palestinian,0
102016,XXElliniko-Hocky_GRE_016,Afghan,0.98
102016,XXElliniko-Hocky_GRE_016,Stateless,0
102016,XXElliniko-Hocky_GRE_016,Somali,0
102016,XXElliniko-Hocky_GRE_016,Kuwaiti,0
102016,XXElliniko-Hocky_GRE_016,Moroccan,0
102016,XXElliniko-Hocky_GRE_016,Egyptian,0
102016,XXElliniko-Hocky_GRE_016,Algerian,0
102016,XXFilipiada_GRE_019,Syrian,0.85
102016,XXFilipiada_GRE_019,Yemeni,0
102016,XXFilipiada_GRE_019,Iraqi,0
102016,XXFilipiada_GRE_019,Congolese,0
102016,XXFilipiada_GRE_019,Eritrean,0
102016,XXFilipiada_GRE_019,Iranian,0
102016,XXFilipiada_GRE_019,Pakistani,0.01
102016,XXFilipiada_GRE_019,Palestinian,0
102016,XXFilipiada_GRE_019,Afghan,0.14
102016,XXFilipiada_GRE_019,Stateless,0
102016,XXFilipiada_GRE_019,Somali,0
102016,XXFilipiada_GRE_019,Kuwaiti,0
102016,XXFilipiada_GRE_019,Moroccan,0
102016,XXFilipiada_GRE_019,Egyptian,0
102016,XXFilipiada_GRE_019,Algerian,0
102016,XXIliadi_GRE_020,Syrian,0.98
102016,XXIliadi_GRE_020,Yemeni,0
102016,XXIliadi_GRE_020,Iraqi,0.01
102016,XXIliadi_GRE_020,Congolese,0
102016,XXIliadi_GRE_020,Eritrean,0
102016,XXIliadi_GRE_020,Iranian,0
102016,XXIliadi_GRE_020,Pakistani,0
102016,XXIliadi_GRE_020,Palestinian,0
102016,XXIliadi_GRE_020,Afghan,0
102016,XXIliadi_GRE_020,Stateless,0
102016,XXIliadi_GRE_020,Somali,0
102016,XXIliadi_GRE_020,Kuwaiti,0
102016,XXIliadi_GRE_020,Moroccan,0
102016,XXIliadi_GRE_020,Egyptian,0
102016,XXIliadi_GRE_020,Algerian,0
102016,Kavala_GRE_024,Syrian,0.99
102016,Kavala_GRE_024,Yemeni,0
102016,Kavala_GRE_024,Iraqi,0.01
102016,Kavala_GRE_024,Congolese,0
102016,Kavala_GRE_024,Eritrean,0
102016,Kavala_GRE_024,Iranian,0
102016,Kavala_GRE_024,Pakistani,0
102016,Kavala_GRE_024,Palestinian,0
102016,Kavala_GRE_024,Afghan,0
102016,Kavala_GRE_024,Stateless,0
102016,Kavala_GRE_024,Somali,0
102016,Kavala_GRE_024,Kuwaiti,0
102016,Kavala_GRE_024,Moroccan,0
102016,Kavala_GRE_024,Egyptian,0
102016,Kavala_GRE_024,Algerian,0
102016,XXKonitsa_GRE_026,Syrian,1
102016,XXKonitsa_GRE_026,Yemeni,0
102016,XXKonitsa_GRE_026,Iraqi,0
102016,XXKonitsa_GRE_026,Congolese,0
102016,XXKonitsa_GRE_026,Eritrean,0
102016,XXKonitsa_GRE_026,Iranian,0
102016,XXKonitsa_GRE_026,Pakistani,0
102016,XXKonitsa_GRE_026,Palestinian,0
102016,XXKonitsa_GRE_026,Afghan,0
102016,XXKonitsa_GRE_026,Stateless,0
102016,XXKonitsa_GRE_026,Somali,0
102016,XXKonitsa_GRE_026,Kuwaiti,0
102016,XXKonitsa_GRE_026,Moroccan,0
102016,XXKonitsa_GRE_026,Egyptian,0
102016,XXKonitsa_GRE_026,Algerian,0
102016,Kos_GRE_027,Pakistani,0.85
102016,Kos_GRE_027,Afghan,0.06
102016,Lagkadikia_GRE_029 ,Syrian,0.93
102016,Lagkadikia_GRE_029 ,Yemeni,0
102016,Lagkadikia_GRE_029 ,Iraqi,0.07
102016,Lagkadikia_GRE_029 ,Congolese,0
102016,Lagkadikia_GRE_029 ,Eritrean,0
102016,Lagkadikia_GRE_029 ,Iranian,0
102016,Lagkadikia_GRE_029 ,Pakistani,0
102016,Lagkadikia_GRE_029 ,Palestinian,0
102016,Lagkadikia_GRE_029 ,Afghan,0
102016,Lagkadikia_GRE_029 ,Stateless,0
102016,Lagkadikia_GRE_029 ,Somali,0
102016,Lagkadikia_GRE_029 ,Kuwaiti,0
102016,Lagkadikia_GRE_029 ,Moroccan,0
102016,Lagkadikia_GRE_029 ,Egyptian,0
102016,Lagkadikia_GRE_029 ,Algerian,0
102016,Lavrio-New_GRE_030 ,Syrian,0.96
102016,Lavrio-New_GRE_030 ,Yemeni,0
102016,Lavrio-New_GRE_030 ,Iraqi,0
102016,Lavrio-New_GRE_030 ,Congolese,0
102016,Lavrio-New_GRE_030 ,Eritrean,0
102016,Lavrio-New_GRE_030 ,Iranian,0
102016,Lavrio-New_GRE_030 ,Pakistani,0.01
102016,Lavrio-New_GRE_030 ,Palestinian,0
102016,Lavrio-New_GRE_030 ,Afghan,0.03
102016,Lavrio-New_GRE_030 ,Stateless,0
102016,Lavrio-New_GRE_030 ,Somali,0
102016,Lavrio-New_GRE_030 ,Kuwaiti,0
102016,Lavrio-New_GRE_030 ,Moroccan,0
102016,Lavrio-New_GRE_030 ,Egyptian,0
102016,Lavrio-New_GRE_030 ,Algerian,0
102016,Leros-Lepida_GRE_032,Syrian,0.36
102016,Leros-Lepida_GRE_032,Iraqi,0.25
102016,XXMalakasa-MC_GRE_012,Afghan,0.98
102016,Moria_GRE_001,Iraqi,0.14
102016,Moria_GRE_001,Afghan,0.27
102016,Nea-Kavala_GRE_034,Syrian,0.8
102016,Nea-Kavala_GRE_034,Yemeni,0
102016,Nea-Kavala_GRE_034,Iraqi,0.2
102016,Nea-Kavala_GRE_034,Congolese,0
102016,Nea-Kavala_GRE_034,Eritrean,0
102016,Nea-Kavala_GRE_034,Iranian,0
102016,Nea-Kavala_GRE_034,Pakistani,0
102016,Nea-Kavala_GRE_034,Palestinian,0
102016,Nea-Kavala_GRE_034,Afghan,0
102016,Nea-Kavala_GRE_034,Stateless,0
102016,Nea-Kavala_GRE_034,Somali,0
102016,Nea-Kavala_GRE_034,Kuwaiti,0
102016,Nea-Kavala_GRE_034,Moroccan,0
102016,Nea-Kavala_GRE_034,Egyptian,0
102016,Nea-Kavala_GRE_034,Algerian,0
102016,XXOlympic-Stadium_GRE_035,Syrian,0
102016,XXOlympic-Stadium_GRE_035,Yemeni,0
102016,XXOlympic-Stadium_GRE_035,Iraqi,0
102016,XXOlympic-Stadium_GRE_035,Congolese,0
102016,XXOlympic-Stadium_GRE_035,Eritrean,0
102016,XXOlympic-Stadium_GRE_035,Iranian,0
102016,XXOlympic-Stadium_GRE_035,Pakistani,0
102016,XXOlympic-Stadium_GRE_035,Palestinian,0
102016,XXOlympic-Stadium_GRE_035,Afghan,0.99
102016,XXOlympic-Stadium_GRE_035,Stateless,0
102016,XXOlympic-Stadium_GRE_035,Somali,0
102016,XXOlympic-Stadium_GRE_035,Kuwaiti,0
102016,XXOlympic-Stadium_GRE_035,Moroccan,0
102016,XXOlympic-Stadium_GRE_035,Egyptian,0
102016,XXOlympic-Stadium_GRE_035,Algerian,0
102016,Rafina_GRE_039,Syrian,0.52
102016,Rafina_GRE_039,Yemeni,0
102016,Rafina_GRE_039,Iraqi,0
102016,Rafina_GRE_039,Congolese,0
102016,Rafina_GRE_039,Eritrean,0
102016,Rafina_GRE_039,Iranian,0
102016,Rafina_GRE_039,Pakistani,0
102016,Rafina_GRE_039,Palestinian,0
102016,Rafina_GRE_039,Afghan,0.48
102016,Rafina_GRE_039,Stateless,0
102016,Rafina_GRE_039,Somali,0
102016,Rafina_GRE_039,Kuwaiti,0
102016,Rafina_GRE_039,Moroccan,0
102016,Rafina_GRE_039,Egyptian,0
102016,Rafina_GRE_039,Algerian,0
102016,Ritsona_GRE_040,Syrian,0.85
102016,Ritsona_GRE_040,Yemeni,0
102016,Ritsona_GRE_040,Iraqi,0.05
102016,Ritsona_GRE_040,Congolese,0
102016,Ritsona_GRE_040,Eritrean,0
102016,Ritsona_GRE_040,Iranian,0
102016,Ritsona_GRE_040,Pakistani,0
102016,Ritsona_GRE_040,Palestinian,0
102016,Ritsona_GRE_040,Afghan,0.1
102016,Ritsona_GRE_040,Stateless,0
102016,Ritsona_GRE_040,Somali,0
102016,Ritsona_GRE_040,Kuwaiti,0
102016,Ritsona_GRE_040,Moroccan,0
102016,Ritsona_GRE_040,Egyptian,0
102016,Ritsona_GRE_040,Algerian,0
102016,Serres_GRE_042,Syrian,0.02
102016,Serres_GRE_042,Yemeni,0
102016,Serres_GRE_042,Iraqi,0.98
102016,Serres_GRE_042,Congolese,0
102016,Serres_GRE_042,Eritrean,0
102016,Serres_GRE_042,Iranian,0
102016,Serres_GRE_042,Pakistani,0
102016,Serres_GRE_042,Palestinian,0
102016,Serres_GRE_042,Afghan,0
102016,Serres_GRE_042,Stateless,0
102016,Serres_GRE_042,Somali,0
102016,Serres_GRE_042,Kuwaiti,0
102016,Serres_GRE_042,Moroccan,0
102016,Serres_GRE_042,Egyptian,0
102016,Serres_GRE_042,Algerian,0
102016,XXSindos-Frakapore_GRE_043,Syrian,0.95
102016,XXSindos-Frakapore_GRE_043,Yemeni,0
102016,XXSindos-Frakapore_GRE_043,Iraqi,0.05
102016,XXSindos-Frakapore_GRE_043,Congolese,0
102016,XXSindos-Frakapore_GRE_043,Eritrean,0
102016,XXSindos-Frakapore_GRE_043,Iranian,0
102016,XXSindos-Frakapore_GRE_043,Pakistani,0
102016,XXSindos-Frakapore_GRE_043,Palestinian,0
102016,XXSindos-Frakapore_GRE_043,Afghan,0
102016,XXSindos-Frakapore_GRE_043,Stateless,0
102016,XXSindos-Frakapore_GRE_043,Somali,0
102016,XXSindos-Frakapore_GRE_043,Kuwaiti,0
102016,XXSindos-Frakapore_GRE_043,Moroccan,0
102016,XXSindos-Frakapore_GRE_043,Egyptian,0
102016,XXSindos-Frakapore_GRE_043,Algerian,0
102016,Skaramangas_GRE_014,Syrian,0.65
102016,Skaramangas_GRE_014,Yemeni,0
102016,Skaramangas_GRE_014,Iraqi,0.25
102016,Skaramangas_GRE_014,Congolese,0
102016,Skaramangas_GRE_014,Eritrean,0
102016,Skaramangas_GRE_014,Iranian,0
102016,Skaramangas_GRE_014,Pakistani,0
102016,Skaramangas_GRE_014,Palestinian,0
102016,Skaramangas_GRE_014,Afghan,0.1
102016,Skaramangas_GRE_014,Stateless,0
102016,Skaramangas_GRE_014,Somali,0
102016,Skaramangas_GRE_014,Kuwaiti,0
102016,Skaramangas_GRE_014,Moroccan,0
102016,Skaramangas_GRE_014,Egyptian,0
102016,Skaramangas_GRE_014,Algerian,0
102016,XXSoftex_GRE_045,Syrian,0.9
102016,XXSoftex_GRE_045,Iraqi,0.02
102016,XXSouda-Samns-Purse_GRE_046,Syrian,0.65
102016,XXSouda-Samns-Purse_GRE_046,Iraqi,0.1
102016,XXTrikala_GRE_048,Syrian,0.98
102016,XXTrikala_GRE_048,Yemeni,0
102016,XXTrikala_GRE_048,Iraqi,0.02
102016,XXTrikala_GRE_048,Congolese,0
102016,XXTrikala_GRE_048,Eritrean,0
102016,XXTrikala_GRE_048,Iranian,0
102016,XXTrikala_GRE_048,Pakistani,0
102016,XXTrikala_GRE_048,Palestinian,0
102016,XXTrikala_GRE_048,Afghan,0
102016,XXTrikala_GRE_048,Stateless,0
102016,XXTrikala_GRE_048,Somali,0
102016,XXTrikala_GRE_048,Kuwaiti,0
102016,XXTrikala_GRE_048,Moroccan,0
102016,XXTrikala_GRE_048,Egyptian,0
102016,XXTrikala_GRE_048,Algerian,0
102016,Vathi-Samos_GRE_053,Syrian,0.38
102016,Vathi-Samos_GRE_053,Afghan,0.15
102016,Veria_GRE_054,Syrian,0.92
